SPECTRUM - MS,
VI-143.raw,
FTMS + p ESI Full ms [200.00-3000.00],
Scan #: 17-31,
RT: 0.30-0.56,
AV: 15,
SB: 19  0.01-0.34 ,
Data points: 67852,
Mass,Intensity
420.055906,449.988413
420.057532,541.652561
420.059158,430.786319
420.060783,203.292582
420.062409,35.845323
420.064035,5.358967
420.065661,0.013939
420.067286,0
420.068912,0
420.070538,0
420.072164,0
420.216898,0
420.218524,0
420.220151,0
420.221778,0
420.223404,22.66398
420.225031,69.538448
420.226658,111.765606
420.228285,122.642953
420.229911,93.283684
420.231538,46.211141
420.233165,11.173898
420.234792,0.009942
420.236418,0
420.238045,0
420.239672,0
420.241299,0
420.878096,0
420.879726,0
420.881357,0
420.882987,0
420.884618,8.570997
420.886248,39.773892
420.887879,54.040715
420.889509,55.288006
420.89114,41.985403
420.89277,20.323816
420.894401,0.018149
420.896031,0
420.897662,0
420.899293,0
420.900923,0
421.227237,0
421.228869,0
421.230502,0
421.232134,0
421.233767,67.693213
421.2354,468.906038
421.237032,1432.087888
421.238665,2544.298581
421.240297,3086.804022
421.24193,2684.933339
421.243563,1636.197768
421.245195,619.003884
421.246828,85.164798
421.24846,0.081431
421.250093,0
421.251726,0
421.253358,0
421.254991,0
421.297444,0
421.299077,0
421.30071,0
421.302343,0
421.303976,14.647102
421.305609,39.869327
421.307242,55.667159
421.308875,54.519565
421.310508,36.59703
421.312141,11.595697
421.313774,0.010356
421.315407,0
421.31704,0
421.318673,0
421.320306,0
421.727232,0
421.728867,0
421.730502,0
421.732138,0
421.733773,1.713838
421.735409,3.794281
421.737044,21.95668
421.73868,72.266773
421.740315,113.279777
421.741951,120.956496
421.743586,85.08986
421.745222,24.353397
421.746857,0.028996
421.748493,0
421.750128,0
421.751764,0
421.7534,0
421.822102,0
421.823738,0
421.825374,0
421.82701,0
421.828646,16.662479
421.830282,47.014216
421.831918,51.883933
421.833554,49.515216
421.83519,44.072226
421.836826,25.113147
421.838462,0.022487
421.840099,0
421.841735,0
421.843371,0
421.845007,0
421.88264,0
421.884276,0
421.885912,0
421.887549,0
421.889185,1.717172
421.890822,8.705571
421.892458,13.414641
421.894094,15.697023
421.895731,14.577855
421.897367,11.134032
421.899004,6.111871
421.90064,0.016117
421.902276,0
421.903913,0
421.905549,0
421.907186,0
422.025036,0
422.026674,0
422.028311,0
422.029948,0
422.031585,7.337846
422.033222,36.238434
422.03486,52.344925
422.036497,52.336846
422.038134,40.013818
422.039771,20.180763
422.041408,0.018077
422.043046,0
422.044683,0
422.04632,0
422.047958,0
422.072518,0
422.074155,0
422.075793,0
422.07743,0
422.079068,52.864953
422.080705,174.347265
422.082343,224.594606
422.08398,175.105545
422.085618,74.064513
422.087255,13.705943
422.088893,0.022504
422.09053,0
422.092168,0
422.093805,0
422.095443,0
422.231394,0
422.233032,0
422.234671,0
422.236309,0
422.237947,4.449856
422.239586,63.253244
422.241224,185.168506
422.242863,264.03487
422.244501,250.668914
422.246139,162.941787
422.247778,71.590877
422.249416,21.342496
422.251055,0.019104
422.252693,0
422.254332,0
422.25597,0
422.257609,0
423.184891,0
423.186535,0
423.188179,0
423.189823,0
423.191467,6.684868
423.193111,32.06167
423.194755,45.215951
423.196399,52.134132
423.198043,47.142371
423.199687,26.807314
423.201331,0.02409
423.202975,0
423.204619,0
423.206263,0
423.207907,0
423.316435,0
423.31808,0
423.319724,0
423.321369,0
423.323014,4.895547
423.324658,27.755322
423.326303,43.313547
423.327948,46.403142
423.329593,41.397292
423.331237,27.711283
423.332882,0.024917
423.334527,0
423.336172,0
423.337816,0
423.339461,0
423.494116,0
423.495762,0
423.497407,0
423.499053,0
423.500699,8.654671
423.502345,35.525449
423.50399,47.073003
423.505636,54.105703
423.507282,53.345811
423.508928,44.255755
423.510574,24.918498
423.512219,0.02241
423.513865,0
423.515511,0
423.517157,0
423.518803,0
423.755905,0
423.757553,0
423.7592,0
423.760847,0
423.762495,8.385155
423.764142,39.224148
423.765789,51.580162
423.767436,54.315081
423.769084,46.328624
423.770731,26.85504
423.772378,0.024169
423.774026,0
423.775673,0
423.77732,0
423.778968,0
423.82345,0
423.825098,0
423.826746,0
423.828393,0
423.830041,18.858684
423.831689,47.912081
423.833336,73.637984
423.834984,93.965503
423.836632,93.770928
423.838279,68.861811
423.839927,32.056108
423.841575,6.668789
423.843223,0.005986
423.84487,0
423.846518,0
423.848166,0
423.849814,0
423.877827,0
423.879475,0
423.881123,0
423.882771,0
423.884419,7.158478
423.886067,44.588698
423.887715,109.035354
423.889363,172.175187
423.891011,182.448549
423.892659,134.637277
423.894307,57.51879
423.895955,0.051754
423.897604,0
423.899252,0
423.9009,0
423.902548,0
424.271962,0
424.273612,0
424.275263,0
424.276913,0
424.278563,11.336134
424.280213,24.055821
424.281864,23.304243
424.283514,6.633714
424.285164,0
424.286815,0.005256
424.288465,0
424.290115,0
424.291766,0
424.293416,0
424.9196,0
424.921254,0
424.922908,0
424.924562,0
424.926216,44.262879
424.92787,71.259766
424.929524,67.696426
424.931179,44.467375
424.932833,32.049321
424.934487,0.028939
424.936141,0
424.937795,0
424.939449,0
424.941103,0
425.121463,0
425.123119,0
425.124774,0
425.126429,0
425.128084,15.543869
425.12974,39.710144
425.131395,52.996687
425.13305,60.414179
425.134705,57.892303
425.136361,44.737491
425.138016,18.431218
425.139671,0.016636
425.141327,0
425.142982,0
425.144637,0
425.146293,0
425.819163,0
425.820823,0
425.822482,0
425.824141,0
425.825801,6.682534
425.82746,31.97444
425.829119,47.394978
425.830779,52.984383
425.832438,48.68195
425.834097,31.30954
425.835757,0.028332
425.837416,0
425.839076,0
425.840735,0
425.842394,0
426.048237,0
426.049898,0
426.051558,0
426.053219,0
426.05488,3.606794
426.05654,22.660313
426.058201,45.067977
426.059862,55.897722
426.061522,48.638408
426.063183,27.036029
426.064844,0.024474
426.066504,0
426.068165,0
426.069826,0
426.071487,0
426.254229,0
426.255891,0
426.257553,0
426.259214,0
426.260876,7.879998
426.262538,35.896176
426.2642,43.557113
426.265862,51.538033
426.267524,74.451958
426.269186,95.636317
426.270848,85.30977
426.27251,79.427279
426.274172,57.608815
426.275834,22.802429
426.277495,0.020639
426.279157,0
426.280819,0
426.282481,0
426.284143,0
426.382218,0
426.383881,0
426.385544,0
426.387206,0
426.388869,11.414692
426.390531,39.265826
426.392194,67.479313
426.393857,79.122558
426.395519,69.141811
426.397182,44.17467
426.398845,14.120359
426.400507,0.012778
426.40217,0
426.403833,0
426.405496,0
426.407158,0
427.284765,0
427.286433,0
427.288101,0
427.289769,0
427.291437,1.364135
427.293104,6.818065
427.294772,10.287834
427.29644,11.907901
427.298108,0
427.299776,0
427.301444,0
427.303112,0
427.483309,0
427.484978,0
427.486647,0
427.488316,0
427.489985,19.198739
427.491655,43.746961
427.493324,52.716821
427.494993,50.003602
427.496662,37.042129
427.498331,13.617333
427.5,0.012362
427.501669,0
427.503338,0
427.505007,0
427.506677,0
428.237033,0
428.238706,0
428.24038,0
428.242053,0
428.243727,24.168498
428.2454,50.211899
428.247074,57.099561
428.248747,55.353995
428.250421,39.873083
428.252094,13.782068
428.253768,0.012533
428.255441,0
428.257115,0
428.258788,0
428.260462,0
428.407774,0
428.409449,0
428.411123,0
428.412798,0
428.414472,2.473797
428.416147,0.010222
428.417821,0
428.419496,0
428.42117,0
428.422845,0
428.496533,0
428.498208,0
428.499883,0
428.501558,0
428.503233,8.123297
428.504908,42.695418
428.506583,54.09656
428.508258,52.232506
428.509933,38.879497
428.511608,19.866939
428.513283,0.018094
428.514958,0
428.516633,0
428.518309,0
428.519984,0
428.741182,0
428.742858,0
428.744535,0
428.746211,0
428.747887,4.722562
428.749564,22.023255
428.75124,46.961744
428.752917,59.222391
428.754593,59.263222
428.75627,46.254824
428.757946,15.676792
428.759623,0.019448
428.761299,0
428.762976,0
428.764652,0
428.766329,0
429.570521,0
429.572202,0
429.573883,0
429.575565,0
429.577246,19.629754
429.578927,47.813859
429.580609,59.801065
429.58229,55.446642
429.583971,38.13506
429.585653,13.086581
429.587334,0.01194
429.589015,0
429.590697,0
429.592378,0
429.59406,0
429.843014,0
429.844697,0
429.84638,0
429.848063,0
429.849746,10.802003
429.851429,41.838389
429.853112,45.853047
429.854795,47.516095
429.856478,46.292931
429.858161,31.123578
429.859844,0.028454
429.861526,0
429.863209,0
429.864892,0
429.866575,0
430.164621,0
430.166306,0
430.16799,0
430.169675,0
430.17136,2.83797
430.173045,19.877506
430.17473,46.758918
430.176414,61.297499
430.178099,61.001869
430.179784,47.39437
430.181469,23.363288
430.183154,0.021366
430.184839,0
430.186523,0
430.188208,0
430.189893,0
430.289319,0
430.291005,0
430.29269,0
430.294376,0
430.296061,31.479742
430.297747,149.699767
430.299432,260.44482
430.301118,300.439327
430.302803,242.212342
430.304489,127.965141
430.306175,32.840039
430.30786,0.02999
430.309546,0
430.311231,0
430.312917,0
430.314603,0
430.738008,0
430.739696,0
430.741384,0
430.743072,0
430.74476,10.109988
430.746448,55.396357
430.748137,122.844592
430.749825,190.709266
430.751513,219.417489
430.753201,174.764296
430.754889,111.396495
430.756578,64.673312
430.758266,21.030586
430.759954,0.019241
430.761642,0
430.763331,0
430.765019,0
430.766707,0
430.815672,0
430.81736,0
430.819049,0
430.820737,0
430.822426,2.02143
430.824115,9.414316
430.825803,11.471142
430.827492,10.772329
430.829181,8.811851
430.830869,5.691143
430.832558,0.015577
430.834247,0
430.835935,0
430.837624,0
430.839313,0
431.173873,0
431.175563,0
431.177254,0
431.178945,0
431.180635,18.541921
431.182326,41.284102
431.184017,49.15011
431.185708,50.258654
431.187398,46.945059
431.189089,21.068957
431.19078,0.019312
431.192471,0
431.194161,0
431.195852,0
431.197543,0
431.21107,0
431.212761,0
431.214452,0
431.216143,0
431.217834,25.261187
431.219525,261.892454
431.221216,875.92455
431.222906,1650.521243
431.224597,2083.899323
431.226288,1852.796263
431.227979,1132.301235
431.22967,451.220476
431.231361,125.597853
431.233052,50.807915
431.234744,52.908725
431.236435,45.480537
431.238126,25.186222
431.239817,0.023098
431.241508,0
431.243199,0
431.24489,0
431.246581,0
431.258419,0
431.26011,0
431.261801,0
431.263493,0
431.265184,29.493424
431.266875,60.931977
431.268566,47.751593
431.270258,56.382387
431.271949,44.164752
431.27364,21.390968
431.275331,0.019614
431.277023,0
431.278714,0
431.280405,0
431.282096,0
432.00011,0
432.001806,0
432.003501,0
432.005197,0
432.006892,4.28947
432.008588,25.954599
432.010284,47.101148
432.011979,54.260596
432.013675,46.180455
432.015371,26.583582
432.017066,0.024428
432.018762,0
432.020457,0
432.022153,0
432.023849,0
432.062852,0
432.064548,0
432.066244,0
432.06794,0
432.069636,1.215772
432.071332,6.767509
432.073028,13.679154
432.074724,21.430058
432.07642,24.844781
432.078116,20.225029
432.079812,9.394806
432.081508,0.157873
432.083204,0.000365
432.0849,0
432.086596,0
432.088292,0
432.089988,0
432.217221,0
432.218918,0
432.220615,0
432.222312,0
432.224009,38.204503
432.225706,109.622543
432.227403,156.857799
432.229099,164.294181
432.230796,131.066484
432.232493,71.021106
432.23419,15.483804
432.235887,0.014189
432.237584,0
432.239281,0
432.240978,0
432.242675,0
432.252857,0
432.254554,0
432.256251,0
432.257948,0
432.259645,13.270675
432.261342,69.303776
432.263039,121.77976
432.264736,148.02957
432.266433,125.759099
432.268131,72.04645
432.269828,23.401838
432.271525,0.021491
432.273222,0
432.274919,0
432.276616,0
432.278314,0
432.735217,0
432.736917,0
432.738617,0
432.740317,0
432.742017,6.574682
432.743716,34.037523
432.745416,72.899356
432.747116,93.25223
432.748816,84.012759
432.750516,55.935923
432.752216,20.537907
432.753916,0.018889
432.755616,0
432.757316,0
432.759016,0
432.760716,0
433.170713,0
433.172415,0
433.174118,0
433.17582,0
433.177523,3.876833
433.179225,61.243338
433.180927,189.367892
433.18263,272.633587
433.184333,273.116438
433.186035,206.074451
433.187738,124.343745
433.18944,46.584171
433.191143,0.051147
433.192845,0
433.194548,0
433.19625,13.795203
433.197953,46.303841
433.199656,107.812717
433.201358,213.821432
433.203061,312.490188
433.204763,319.560002
433.206466,231.09653
433.208169,129.168255
433.209871,72.537575
433.211574,42.385296
433.213277,20.992729
433.214979,0.019342
433.216682,0
433.218385,0
433.220088,0
433.22179,0
433.226899,0
433.228601,0
433.230304,0
433.232007,0
433.23371,49.286246
433.235413,346.400383
433.237115,1012.418348
433.238818,1728.895286
433.240521,2020.414792
433.242224,1669.232093
433.243927,927.318815
433.24563,284.143244
433.247333,16.895398
433.249035,2.511137
433.250738,0.006886
433.252441,0
433.254144,0
433.255847,0
433.25755,5.365233
433.259253,26.681782
433.260956,48.37862
433.262659,57.586004
433.264362,49.337445
433.266065,25.065536
433.267768,0.023099
433.269471,0
433.271174,0
433.272877,0
433.27458,0
433.31716,0
433.318863,0
433.320566,0
433.322269,0
433.323973,5.328513
433.325676,0
433.32738,0
433.329083,0
433.330786,0
434.076125,0
434.077832,0
434.07954,0
434.081248,0
434.082956,17.329862
434.084664,41.641893
434.086371,52.352297
434.088079,55.421735
434.089787,56.956005
434.091495,59.973099
434.093203,53.012352
434.094911,28.526774
434.096619,9.762483
434.098327,5.71226
434.100034,0.015829
434.101742,0
434.10345,0
434.105158,0
434.106866,0
434.231574,0
434.233283,0
434.234992,0
434.2367,0
434.238409,4.461704
434.240118,35.752286
434.241827,95.134102
434.243535,143.236117
434.245244,143.216307
434.246953,98.975682
434.248662,44.288777
434.250371,12.105164
434.252079,0.011165
434.253788,0
434.255497,0
434.257206,0
434.258915,0
434.334114,0
434.335824,0
434.337533,0
434.339242,0
434.340952,0.005957
434.342661,0
434.34437,0
434.34608,0
434.347789,0
434.556409,0
434.558119,0
434.55983,0
434.561541,0
434.563251,1.369557
434.564962,6.878018
434.566673,10.215469
434.568383,11.031841
434.570094,10.138036
434.571805,6.810038
434.573515,0.018917
434.575226,0
434.576937,0
434.578648,0
434.580358,0
435.184885,0
435.186599,0
435.188314,0
435.190028,0
435.191743,5.118157
435.193457,30.467376
435.195171,77.397487
435.196886,126.684074
435.1986,145.216115
435.200314,115.612655
435.202029,53.887368
435.203743,0.049885
435.205458,0
435.207172,0
435.208887,0
435.210601,0
435.224317,0
435.226032,0
435.227746,0
435.229461,0
435.231176,1.369282
435.23289,6.942675
435.234605,10.611165
435.23632,11.397233
435.238034,8.216789
435.239749,3.208713
435.241463,0.008909
435.243178,0
435.244893,0
435.246607,0
435.248322,6.369267
435.250037,250.09169
435.251752,1104.144259
435.253466,2385.162773
435.255181,3366.361166
435.256896,3355.54379
435.258611,2343.23579
435.260325,1040.684416
435.26204,213.76537
435.263755,7.79267
435.26547,0.010338
435.267185,0
435.268899,0
435.270614,0
435.272329,0
435.287763,0
435.289478,0
435.291193,0
435.292908,0
435.294623,17.280163
435.296338,42.212895
435.298053,56.405564
435.299768,62.479848
435.301483,57.541038
435.303198,40.191146
435.304913,13.811131
435.306628,0.012779
435.308343,0
435.310058,0
435.311773,0
435.313488,0
435.346077,0
435.347792,0
435.349507,0
435.351223,0
435.352938,1.481655
435.354653,0
435.356368,0
435.358084,0
435.359799,0
435.732271,0
435.733989,0
435.735706,0
435.737424,0
435.739142,16.99252
435.740859,37.162211
435.742577,19.062364
435.744294,0.026536
435.746012,0
435.74773,0
435.749447,7.361873
435.751165,32.83054
435.752883,48.295524
435.7546,52.025717
435.756318,39.956818
435.758036,17.20415
435.759754,0.015945
435.761471,0
435.763189,0
435.764907,0
435.766624,0
436.091464,0
436.093183,0
436.094903,0
436.096623,0
436.098342,8.813875
436.100062,40.63909
436.101782,49.998696
436.103502,49.491599
436.105221,40.372347
436.106941,23.193069
436.108661,0.021525
436.110381,0
436.112101,0
436.11382,0
436.11554,0
436.244556,0
436.246277,0
436.247997,0
436.249718,0
436.251438,8.893655
436.253159,55.678496
436.25488,159.204427
436.2566,336.390909
436.258321,475.444855
436.260042,449.592525
436.261762,278.957946
436.263483,98.830645
436.265204,21.947947
436.266925,0.020319
436.268645,0
436.270366,0
436.272087,0
436.273808,0
436.327156,0
436.328877,0
436.330598,0
436.332319,0
436.334041,10.220542
436.335762,62.379785
436.337483,87.283827
436.339204,37.786426
436.340925,0
436.342646,0
436.344368,9.129753
436.346089,22.905548
436.34781,0
436.349531,0
436.351252,0
436.352974,0
436.354695,0
436.356416,0
436.358137,7.506962
436.359859,35.427583
436.36158,58.050247
436.363301,65.376249
436.365022,51.748027
436.366744,24.549795
436.368465,0.022791
436.370186,0
436.371908,0
436.373629,0
436.37535,0
437.007778,0
437.009503,0
437.011229,0
437.012954,0
437.014679,3.825133
437.016404,8.998984
437.018129,6.60144
437.019854,0
437.02158,0
437.023305,0
437.02503,0
437.123384,0
437.125109,0
437.126835,0
437.128561,0
437.130287,6.466354
437.132013,34.572836
437.133739,45.051096
437.135464,48.965952
437.13719,48.217881
437.138916,39.464308
437.140642,19.889856
437.142368,0.018501
437.144094,0
437.14582,0
437.147546,0
437.149272,0
437.201055,0
437.202781,0
437.204507,0
437.206233,0
437.20796,16.685661
437.209686,64.197341
437.211412,140.501338
437.213139,183.844764
437.214865,178.464557
437.216591,123.117779
437.218318,47.101957
437.220044,0.043796
437.22177,0
437.223497,0
437.225223,0
437.22695,0
437.228676,20.810702
437.230402,56.40904
437.232129,85.059057
437.233855,97.519089
437.235582,82.003669
437.237308,49.794864
437.239035,15.753174
437.240761,0.014641
437.242488,0
437.244214,0
437.245941,0
437.247667,0
437.411734,0
437.413461,0
437.415189,0
437.416916,0
437.418644,8.376812
437.420371,9.273238
437.422099,0.008629
437.423827,0
437.425554,0
437.427282,0
437.429009,0
437.733226,0
437.734956,0
437.736685,0
437.738415,0
437.740144,6.018925
437.741873,0.009653
437.743603,0
437.745332,0
437.747062,0
437.748791,0
438.112212,0
438.113944,0
438.115676,0
438.117407,0
438.119139,7.634052
438.120871,33.426779
438.122602,48.460977
438.124334,55.195472
438.126066,46.357005
438.127798,23.565074
438.129529,0.021972
438.131261,0
438.132993,0
438.134725,0
438.136456,0
438.379009,0
438.380742,0
438.382475,0
438.384208,0
438.385942,17.53339
438.387675,43.842367
438.389408,56.023135
438.391142,60.922197
438.392875,51.063415
438.394608,21.750879
438.396341,0.020286
438.398075,0
438.399808,0
438.401542,0
438.403275,0
438.436211,0
438.437945,0
438.439678,0
438.441412,0
438.443145,17.476563
438.444879,44.333486
438.446613,53.393866
438.448346,49.999629
438.45008,36.965088
438.451814,14.996108
438.453547,0.013986
438.455281,0
438.457015,0
438.458748,0
438.460482,0
438.708509,0
438.710244,0
438.711979,0
438.713715,0
438.71545,5.603794
438.717185,31.892283
438.71892,48.869371
438.720656,52.408441
438.722391,40.970863
438.724126,19.786818
438.725861,0.018473
438.727597,0
438.729332,0
438.731067,0
438.732803,0
438.948063,0
438.9498,0
438.951536,0
438.953273,0
438.95501,9.772087
438.956746,41.061963
438.958483,51.664421
438.96022,49.685505
438.961956,44.790103
438.963693,31.854502
438.96543,0.029775
438.967167,0
438.968903,0
438.97064,0
438.972377,0
439.415585,0
439.417324,0
439.419064,0
439.420803,0
439.422542,2.600017
439.424282,9.501081
439.426021,18.642661
439.427761,26.820877
439.4295,15.947499
439.43124,0.017999
439.432979,0
439.434719,0
439.436458,0
439.438198,0
440.469807,0
440.471552,0
440.473298,0
440.475044,0
440.476789,6.272763
440.478535,42.82115
440.480281,96.194091
440.482026,143.545553
440.483772,144.448667
440.485518,99.394474
440.487264,36.528681
440.489009,0.034225
440.490755,0
440.492501,0
440.494247,0
440.495993,0
440.75798,0
440.759728,0
440.761475,0
440.763222,0
440.76497,19.871052
440.766717,50.710114
440.768465,62.488628
440.770212,58.461785
440.771959,37.096146
440.773707,11.63482
440.775454,0.010903
440.777202,0
440.778949,0
440.780697,0
440.782444,0
440.993969,0
440.995718,0
440.997467,0
440.999215,0
441.000964,15.149218
441.002713,40.674511
441.004462,55.590248
441.006211,53.177483
441.007959,33.026494
441.009708,9.351316
441.011457,0.008766
441.013206,0
441.014955,0
441.016704,0
441.018453,0
441.286158,0
441.287909,0
441.289659,0
441.29141,0
441.29316,12.452507
441.294911,35.419329
441.296661,49.441739
441.298412,50.477905
441.300162,37.119423
441.301913,14.221645
441.303664,0.013351
441.305414,0
441.307165,0
441.308916,0
441.310666,0
442.0609,0
442.062655,0
442.06441,0
442.066165,0
442.06792,7.443002
442.069676,40.692055
442.071431,54.542452
442.073186,56.02567
442.074941,40.993946
442.076696,15.939571
442.078452,0.014992
442.080207,0
442.081962,0
442.083717,0
442.085473,0
442.131113,0
442.132869,0
442.134624,0
442.13638,0
442.138135,1.584089
442.139891,8.333525
442.141646,10.197148
442.143402,10.441828
442.145158,7.959701
442.146913,3.511946
442.148669,0.010013
442.150424,0
442.15218,0
442.153936,0
442.155691,0
442.167982,0
442.169737,0
442.171493,0
442.173249,0
442.175005,14.137559
442.17676,43.334902
442.178516,56.494005
442.180272,61.458677
442.182028,52.967168
442.183784,26.418595
442.18554,0.024867
442.187295,0
442.189051,0
442.190807,0
442.192563,0
442.25227,0
442.254026,0
442.255782,0
442.257539,0
442.259295,23.143814
442.261051,53.802598
442.262808,70.065399
442.264564,72.919843
442.26632,51.090938
442.268077,16.469077
442.269833,0.015489
442.271589,0
442.273346,0
442.275102,0
442.276858,0
442.289153,0
442.29091,0
442.292666,0
442.294423,0
442.296179,9.021342
442.297936,34.377803
442.299693,63.368927
442.301449,74.606796
442.303206,57.818395
442.304962,22.240223
442.306719,0.020928
442.308475,0
442.310232,0
442.311989,0
442.313745,0
442.384018,0
442.385776,0
442.387533,0
442.38929,0
442.391047,6.955357
442.392804,37.730701
442.394561,49.29193
442.396318,51.120788
442.398075,41.504007
442.399832,22.895658
442.401589,0.021566
442.403347,0
442.405104,0
442.406861,0
442.408618,0
442.452551,0
442.454308,0
442.456066,0
442.457823,0
442.459581,22.600655
442.461338,54.652817
442.463096,65.764903
442.464853,59.654455
442.466611,44.552093
442.468369,17.332217
442.470126,0.016316
442.471884,0
442.473641,0
442.475399,0
442.477156,0
442.582631,0
442.584389,0
442.586147,0
442.587906,0
442.589664,1.301272
442.591422,7.024557
442.593181,9.391169
442.594939,10.442218
442.596697,9.557184
442.598455,5.978064
442.600214,0.017105
442.601972,0
442.60373,0
442.605489,0
442.607247,0
442.997864,0
442.999625,0
443.001385,0
443.003146,0
443.004907,19.103064
443.006668,65.351091
443.008428,149.826617
443.010189,194.452248
443.01195,184.099749
443.013711,116.261779
443.015472,42.522907
443.017232,0.050207
443.018993,0
443.020754,0
443.022515,0
443.024276,0
443.17751,0
443.179272,0
443.181034,0
443.182795,0
443.184557,3.154409
443.186319,22.284906
443.188081,51.62512
443.189843,66.433431
443.191605,64.226543
443.193366,51.449538
443.195128,30.85989
443.19689,0.029125
443.198652,0
443.200414,0
443.202176,0
443.203938,0
443.242703,0
443.244465,0
443.246227,0
443.247989,0
443.249751,7.105825
443.251514,34.230388
443.253276,46.702028
443.255038,49.515176
443.2568,40.174459
443.258563,21.459172
443.260325,0.020252
443.262087,0
443.263849,0
443.265612,0
443.267374,0
444.268294,0
444.270062,0
444.271831,0
444.273599,0
444.275367,6.432394
444.277135,35.192071
444.278904,70.687087
444.280672,79.470541
444.282441,55.990968
444.284209,18.325051
444.285977,0.017315
444.287746,0
444.289514,0
444.291282,0
444.293051,0
444.303662,0
444.30543,0
444.307199,0
444.308967,0
444.310736,19.466747
444.312504,48.875512
444.314273,66.362173
444.316041,70.919337
444.31781,61.030277
444.319578,43.27641
444.321347,16.213058
444.323116,0.015327
444.324884,0
444.326653,0
444.328422,0
444.33019,0
444.406252,0
444.408021,0
444.40979,0
444.411559,0
444.413328,19.794784
444.415098,19.05655
444.416867,0
444.418636,0
444.420405,0
444.422174,0
444.809882,0
444.811654,0
444.813425,0
444.815197,0
444.816968,5.327087
444.81874,28.138022
444.820511,47.026879
444.822283,53.856854
444.824055,45.461575
444.825826,24.798529
444.827598,0.023488
444.829369,0
444.831141,0
444.832913,0
444.834684,0
444.981769,0
444.983541,0
444.985314,0
444.987086,0
444.988859,1.513682
444.990632,8.272774
444.992404,11.317967
444.994177,12.881188
444.995949,11.770873
444.997722,8.153219
444.999495,3.672584
445.001267,0.010581
445.00304,1.324058
445.004813,6.79912
445.006585,10.855013
445.008358,13.301662
445.010131,10.619226
445.011903,4.519175
445.013676,0.013016
445.015449,0
445.017222,0
445.018994,0
445.020767,0
445.026086,0
445.027858,0
445.029631,0
445.031404,0
445.033177,4.399159
445.03495,13.641995
445.036723,0
445.038495,0
445.040268,0
445.042041,0
445.043814,0
445.045587,0
445.04736,0.00088
445.049133,0
445.050906,0
445.052679,0
445.054452,0
445.22648,0
445.228254,0
445.230028,0
445.231802,0
445.233576,33.539581
445.23535,152.959098
445.237124,389.828095
445.238899,673.612766
445.240673,769.649277
445.242447,599.862442
445.244221,306.986574
445.245995,110.933389
445.247769,49.522028
445.249543,51.833939
445.251317,43.331122
445.253091,26.019439
445.254866,0.024673
445.25664,0
445.258414,0
445.260188,0
445.261962,0
445.858698,0
445.860476,0
445.862253,0
445.864031,0
445.865809,19.522763
445.867587,46.986872
445.869365,59.025003
445.871143,58.401753
445.87292,48.270301
445.874698,20.083397
445.876476,0.019058
445.878254,0
445.880032,0
445.88181,0
445.883588,0
446.456634,0
446.458415,0
446.460196,0
446.461978,0
446.463759,18.103834
446.465541,47.093079
446.467322,60.331431
446.469103,64.072204
446.470885,56.51933
446.472666,40.005691
446.474448,15.715529
446.476229,0.014931
446.478011,0
446.479792,0
446.481574,0
446.483355,0
446.779235,0
446.781018,0
446.782801,0
446.784585,0
446.786368,17.055013
446.788151,42.528063
446.789935,55.45701
446.791718,58.134171
446.793501,51.527991
446.795285,22.194203
446.797068,0.021106
446.798851,0
446.800635,0
446.802418,0
446.804202,0
446.975461,0
446.977246,0
446.97903,0
446.980815,0
446.982599,14.18181
446.984384,37.930214
446.986168,49.576698
446.987953,51.040237
446.989737,41.739226
446.991522,18.549816
446.993307,0
446.995091,0
446.996876,0
446.99866,0
447.023646,0
447.025431,0
447.027215,0
447.029,0
447.030785,14.997369
447.03257,23.633279
447.034355,10.984542
447.036139,0
447.037924,0
447.039709,12.548179
447.041494,5.771968
447.043279,0.016277
447.045064,0
447.046849,0
447.048633,0
447.050418,0
447.052203,0
447.053988,0
447.055773,1.614503
447.057558,8.574232
447.059343,0
447.061128,0
447.062913,0
447.064698,0
447.205746,0
447.207532,0
447.209318,0
447.211104,0
447.21289,22.689585
447.214676,226.228411
447.216462,672.838163
447.218248,1109.864784
447.220034,1235.630954
447.221819,950.748743
447.223605,477.250656
447.225391,142.560067
447.227177,12.963565
447.228963,0.012227
447.230749,0
447.232535,0
447.234321,0
447.236107,0
447.241465,0
447.243252,0
447.245038,0
447.246824,0
447.24861,31.29584
447.250396,221.529444
447.252182,638.373118
447.253968,1157.062174
447.255754,1445.108854
447.25754,1274.550299
447.259327,758.92348
447.261113,258.80533
447.262899,37.875647
447.264685,0.035889
447.266471,0
447.268258,0
447.270044,0
447.27183,0
447.277189,0
447.278975,0
447.280761,0
447.282548,0
447.284334,2.952911
447.28612,4.928207
447.287907,0
447.289693,0
447.291479,0
447.293266,0
447.348648,0
447.350435,0
447.352222,0
447.354008,0
447.355795,0.010369
447.357582,0
447.359369,0
447.361156,0
447.362942,0
447.852924,0
447.854714,0
447.856504,0
447.858293,0
447.860083,11.854605
447.861873,38.657336
447.863663,58.476117
447.865453,57.115649
447.867242,37.777626
447.869032,12.044511
447.870822,0.011473
447.872612,0
447.874402,0
447.876191,0
447.877981,0
447.97465,0
447.976441,0
447.978231,0
447.980022,0
447.981812,5.381417
447.983603,30.933857
447.985393,46.700433
447.987184,55.398895
447.988974,55.538631
447.990765,41.712892
447.992555,0
447.994346,0
447.996136,0
447.997927,0
448.246923,0
